yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門
2015,1674,0,1,1,4,13,5,0,0,0,0,0,22,2,5,5,6,0,0,1,15,1,0,2,2,6,0,0,3,0,2,1,1,5,6,1,4,3,1,1,2,,6,0,8,13049
2016,1674,0,1,1,4,13,5,0,0,0,0,0,23,4,5,1,6,0,0,2,15,2,0,3,3,6,0,0,3,1,2,1,1,5,6,1,4,3,1,1,2,,6,1,8,13049
2017,1674,0,1,1,4,13,5,0,0,0,0,0,23,4,5,1,6,0,0,2,6,2,0,3,2,6,0,0,5,1,2,1,1,5,6,1,4,4,1,1,2,,6,1,8,13049
2014,1675,0,1,1,7,13,1,0,0,0,0,0,22,2,5,3,6,0,0,1,1,1,0,5,4,6,0,0,1,0,1,10,5,2,11,1,6,6,0,1,3,3,3,2,8,13049
2015,1675,0,1,1,7,13,1,0,0,0,0,0,23,2,5,1,6,0,0,1,0,1,0,5,3,6,0,0,1,0,2,10,4,2,11,1,7,7,0,1,3,3,3,2,8,13049
2016,1675,0,1,1,7,13,1,0,0,0,0,0,23,3,5,0,6,0,0,1,1,0,0,5,2,6,0,0,1,0,1,10,8,2,11,1,7,7,0,1,3,3,3,2,8,13049
2017,1675,0,1,1,7,13,1,0,0,0,0,0,22,2,5,0,6,0,0,1,1,0,0,5,1,8,0,0,1,0,1,10,8,2,12,1,7,7,0,1,3,3,3,2,8,13049
2014,1676,0,1,1,4,20,1,0,0,0,0,0,21,2,5,1,6,0,0,0,9,1,1,1,5,10,0,0,2,0,2,10,3,2,6,2,3,2,2,1,2,4,5,1,8,20019
2015,1676,1,1,1,4,20,1,0,0,0,0,0,21,1,5,5,6,0,0,1,8,0,0,1,6,10,0,0,2,0,5,10,7,2,7,2,3,2,2,1,2,4,5,1,8,20019
2016,1680,0,0,1,7,11,1,0,0,0,0,0,23,4,5,1,4,2,0,2,3,1,0,1,3,7,1,1,2,1,1,5,7,2,6,1,2,1,3,2,2,,5,2,7,11051
2017,1680,0,0,1,7,11,1,0,0,0,0,0,23,4,5,1,4,1,0,5,3,1,0,1,1,7,0,0,2,0,1,5,10,2,6,1,3,1,3,2,2,,5,2,7,11051
2014,1685,0,0,1,3,18,4,0,0,0,1,0,23,1,5,0,6,1,0,7,14,0,0,2,4,6,0,0,1,0,3,6,9,5,7,1,4,3,2,2,2,4,5,2,8,18025
2015,1685,0,0,1,3,18,4,0,0,0,1,0,22,1,1,0,6,1,0,5,11,0,0,2,6,6,0,0,1,0,4,6,9,5,7,1,5,4,2,2,2,4,5,2,8,18025
2016,1685,0,0,1,3,18,4,0,0,0,1,0,23,2,5,0,6,2,0,7,4,1,0,2,2,6,0,0,2,0,3,6,4,2,8,1,5,4,2,2,2,4,5,2,8,18025
2017,1685,0,0,1,3,18,4,0,0,0,1,0,23,2,1,0,6,1,0,6,2,1,0,2,2,4,0,0,2,0,2,6,6,4,8,1,5,4,2,2,2,4,5,2,8,18025
2014,1686,1,1,1,7,14,1,0,0,0,0,1,22,1,5,0,6,0,0,3,1,0,0,1,3,7,7,6,2,0,3,5,6,2,2,2,1,1,0,0,2,4,8,0,8,14067
2014,1688,0,1,1,2,18,4,0,0,0,0,0,23,1,5,0,11,2,0,1,3,0,0,3,1,5,0,0,2,0,2,3,10,5,11,1,5,5,1,1,,1,5,2,8,18002
2015,1688,0,1,1,2,18,4,0,0,0,0,0,23,1,5,0,11,2,2,1,2,0,0,3,4,6,0,0,1,1,2,3,10,5,11,1,5,5,1,1,,1,5,2,8,18002
2016,1688,0,1,1,2,18,4,0,0,0,0,0,21,2,5,0,11,1,0,1,2,0,0,3,1,8,0,0,1,1,0,3,5,2,11,1,5,5,1,1,,1,5,2,8,18002
2017,1688,0,1,1,2,18,4,0,0,0,0,0,22,1,5,0,11,0,0,1,1,0,0,4,0,7,0,0,1,0,0,3,5,2,12,1,5,5,1,1,,1,5,2,8,18002
2014,1689,0,1,1,4,8,1,0,0,0,0,1,23,3,5,1,5,9,2,1,23,1,0,1,4,6,0,0,2,1,1,5,1,4,4,2,2,2,0,0,2,4,8,0,8,8162
2015,1689,1,1,1,4,8,1,0,0,0,0,1,23,2,1,0,5,1,0,2,23,1,0,1,2,6,0,0,2,1,1,10,1,4,4,2,2,2,0,0,2,4,8,0,8,8162
2014,1691,0,1,1,2,16,6,0,0,0,0,0,23,5,5,2,5,0,2,9,21,1,0,2,2,7,0,0,2,1,1,7,9,5,9,1,3,2,3,2,,4,6,2,8,16086
2015,1691,0,1,1,2,16,6,0,0,0,0,0,23,5,1,1,5,3,2,2,18,1,0,2,2,6,0,0,2,1,1,7,1,5,9,1,4,2,3,2,,4,6,2,8,16086
2016,1691,0,1,1,2,16,6,0,0,0,0,0,22,6,5,3,5,1,0,1,11,1,0,2,3,7,0,0,2,0,1,7,1,4,10,1,4,2,3,2,,4,6,1,8,16086
2017,1691,0,1,1,2,16,6,0,0,0,0,0,23,7,1,5,5,0,0,2,8,1,0,3,3,7,0,0,1,0,1,4,1,4,10,1,4,2,3,2,,4,6,1,8,16086
2014,1692,0,1,1,2,20,4,0,1,0,0,0,24,1,5,0,6,0,0,0,3,0,0,5,3,5,0,0,5,0,7,3,5,5,11,1,6,6,0,0,2,,9,2,9,20089
2015,1692,0,1,1,2,20,4,0,1,0,0,0,23,2,5,0,6,0,0,1,4,0,0,5,5,7,0,0,2,0,4,3,5,5,11,1,6,6,0,0,2,,9,2,9,20089
2016,1692,0,1,1,2,20,4,0,1,0,0,0,23,3,5,1,6,0,0,1,3,0,0,5,2,4,0,0,3,0,3,3,8,5,12,1,7,7,0,0,2,,9,1,9,20089
2017,1692,1,1,1,2,20,4,0,1,0,0,0,23,3,1,2,6,0,0,1,2,0,0,5,1,7,0,1,3,0,5,3,8,5,12,1,7,7,0,0,2,,9,1,8,20089
2014,1693,0,0,1,4,16,1,0,0,0,1,0,23,4,1,1,5,0,0,2,3,1,0,1,0,7,0,0,1,0,1,10,7,4,4,2,2,2,0,0,2,,5,2,10,16086
2015,1693,0,0,1,3,16,1,0,0,0,1,0,22,3,1,1,5,0,0,1,7,0,1,1,2,8,0,0,1,0,1,1,10,4,4,2,2,2,0,0,2,,5,2,10,16086
2016,1693,0,0,1,3,16,1,0,0,0,1,0,23,6,5,4,5,1,0,4,7,0,0,1,4,6,0,0,1,1,1,1,1,4,4,2,2,2,0,0,2,,5,2,10,16086
2017,1693,0,0,1,3,16,1,0,0,0,1,0,22,4,5,2,5,0,0,4,8,0,0,1,2,8,0,0,1,0,1,1,1,4,5,2,3,3,0,0,2,,5,2,10,16086
2014,1694,0,0,1,7,8,1,0,0,0,0,0,23,1,5,0,6,0,0,1,20,0,0,3,2,6,0,0,1,0,0,5,8,2,7,1,5,4,1,1,,3,8,2,8,8181
2015,1694,0,0,1,7,8,1,0,0,0,0,0,23,2,5,0,6,0,0,2,17,0,0,3,3,6,0,0,1,0,0,5,9,2,8,1,5,5,1,1,,3,8,2,8,8181
2016,1694,0,0,1,7,8,1,0,0,0,0,0,23,2,5,0,6,0,0,2,13,0,0,3,2,6,0,0,1,0,0,5,10,2,8,1,5,5,1,1,,3,8,2,8,8181
2017,1694,0,0,1,7,8,1,0,0,0,0,0,23,3,5,2,6,0,0,1,8,0,0,4,2,6,0,0,0,0,0,5,9,2,8,1,6,5,1,1,,3,8,2,8,8181
2014,1695,0,0,1,4,2,4,0,0,0,0,0,23,2,1,3,6,0,0,6,8,1,0,2,2,6,0,0,1,0,1,1,4,4,5,1,1,1,0,0,,4,1,2,8,2058
2015,1695,0,0,1,4,2,4,0,0,0,0,0,23,1,1,2,6,0,1,2,6,1,0,2,2,7,0,0,1,1,3,2,1,4,5,1,1,1,0,0,,4,1,2,8,2058
2016,1695,1,0,1,4,2,4,1,0,0,0,0,7,1,5,1,6,0,0,2,4,1,0,2,0,6,0,7,1,0,0,2,4,2,6,1,2,2,0,0,,4,1,0,8,2058
2014,1698,0,0,1,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,9,0,0,2,2,6,0,0,2,0,6,1,8,2,7,1,4,3,2,1,2,4,2,3,8,14048
2015,1698,0,0,1,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,6,0,0,2,2,6,0,0,2,0,5,1,8,5,8,1,4,4,2,1,2,4,2,3,8,14048
2016,1698,0,0,1,4,14,1,0,0,0,0,0,23,1,5,0,6,1,0,1,4,0,0,2,3,6,0,0,2,0,6,1,9,5,8,1,5,4,2,1,2,4,2,3,8,14048
2017,1698,0,0,1,4,14,1,0,0,0,0,0,23,1,5,1,6,0,0,1,3,0,0,2,1,6,0,0,2,0,5,1,9,5,8,1,5,4,2,1,2,4,2,3,8,14048
2014,1700,1,0,1,3,20,4,0,0,0,0,0,22,2,1,0,6,0,1,1,13,0,0,2,1,8,1,3,1,1,0,6,10,4,7,1,3,1,3,2,,4,6,3,8,20019
2014,1701,0,1,1,4,2,1,0,0,0,1,0,23,2,1,0,6,0,0,2,6,2,0,5,4,6,0,0,1,1,2,2,2,4,8,1,5,4,2,1,,4,2,2,8,2058
2014,1703,0,1,1,1,10,1,0,0,0,0,0,24,2,5,0,6,2,0,3,3,1,0,1,1,5,0,0,1,0,0,9,6,2,4,2,2,1,1,1,,3,8,1,6,10155
2015,1703,1,1,1,1,10,1,0,0,0,0,0,22,2,5,1,6,0,0,2,6,0,0,2,5,8,0,0,1,0,0,9,5,2,4,2,2,1,1,1,,3,8,1,6,10155
2014,1704,0,1,1,7,8,1,0,0,0,0,0,23,3,5,0,5,0,0,1,2,1,0,2,5,6,0,0,0,0,0,10,8,2,9,1,5,5,0,1,,3,3,2,9,8139
2015,1704,1,1,1,7,8,1,0,0,0,0,0,22,2,5,0,5,0,0,1,2,1,0,3,4,8,0,0,0,0,0,10,7,2,9,1,6,6,0,1,,3,3,2,9,8028
2017,1705,0,1,1,7,13,1,0,0,0,0,0,23,2,2,1,6,5,0,8,2,1,0,1,2,6,0,0,1,0,1,5,1,5,3,2,1,1,1,1,2,,3,0,8,13034
2014,1706,0,1,1,4,14,1,0,0,0,0,0,22,1,5,0,6,0,2,1,15,1,0,2,5,9,0,0,1,1,1,1,5,5,7,1,2,2,1,1,,1,3,2,8,14040
2015,1706,0,1,1,4,14,1,0,0,0,0,0,22,2,5,0,6,0,2,1,7,0,0,2,6,9,0,0,2,1,2,1,7,5,7,1,2,2,1,1,,1,3,2,8,14040
2016,1706,0,1,1,4,14,1,0,0,0,0,0,21,1,5,0,6,0,0,1,8,0,0,3,6,11,0,0,1,0,2,1,4,2,8,1,2,2,1,1,,1,3,2,8,14040
2017,1706,0,1,1,4,14,1,0,0,0,0,0,22,1,5,0,6,0,0,0,7,0,0,3,4,8,0,0,1,0,2,1,5,2,8,1,2,2,1,1,,1,3,2,8,14040
2016,1707,1,1,1,7,10,1,0,0,0,0,1,22,2,5,0,6,0,0,2,7,1,0,2,3,7,0,0,0,0,0,5,5,4,3,2,1,1,0,0,2,,8,0,8,10155
2016,1709,0,1,1,4,20,1,0,0,0,0,0,23,2,5,0,6,0,0,0,9,0,0,1,4,6,0,0,1,0,1,1,10,4,5,1,1,1,1,2,,4,5,0,9,20208
2017,1709,0,1,1,4,20,1,0,0,0,0,0,23,2,5,0,6,0,0,3,12,0,0,1,2,6,0,0,1,2,2,1,1,4,5,1,1,1,1,2,,4,5,0,9,20208
2014,1712,0,1,1,3,14,1,0,0,0,0,0,23,2,5,12,6,2,0,1,41,0,0,1,5,6,0,0,1,0,2,2,9,5,10,1,5,5,1,1,2,,7,1,8,14048
2015,1712,0,1,1,3,14,1,0,0,0,0,0,23,1,5,14,6,0,0,1,44,0,0,2,7,6,0,0,2,0,5,2,4,2,10,1,5,5,1,1,2,,7,1,8,14048
2016,1712,0,1,1,3,14,1,0,0,0,0,0,23,2,5,4,6,0,0,1,38,0,0,2,7,6,0,0,2,0,2,6,10,5,10,1,5,5,1,1,2,,7,0,8,14048
2017,1712,0,1,1,3,14,1,0,0,0,0,0,24,2,5,1,6,2,0,1,24,0,0,2,1,2,0,0,2,0,2,6,1,2,11,1,6,5,1,1,2,,7,0,8,14048
2014,1713,0,0,1,7,4,1,0,0,0,0,0,18,1,5,0,6,0,0,1,6,0,0,2,5,7,0,0,1,0,2,5,3,4,4,1,2,1,1,1,2,4,9,0,8,4125
2015,1713,0,0,1,7,4,1,0,0,0,0,0,23,2,3,0,6,0,0,0,6,0,0,2,3,7,0,0,2,1,2,5,1,4,4,1,2,1,1,1,2,4,9,0,8,4125
2016,1713,0,0,1,7,4,1,1,0,0,0,0,10,2,5,0,6,0,0,1,5,0,0,2,2,4,0,0,1,0,1,5,10,2,5,1,2,2,1,1,2,4,9,1,8,4125
2017,1713,0,0,1,7,4,4,1,0,0,0,0,23,3,5,1,6,1,0,1,3,0,0,2,3,6,0,0,1,0,2,5,7,4,5,1,2,2,1,1,2,4,9,1,8,4125
2015,1716,0,0,2,3,18,4,0,1,0,0,0,22,2,5,0,6,0,0,1,0,0,0,1,3,7,0,0,3,0,3,1,1,4,6,1,3,1,3,1,2,1,9,0,14,18002
2016,1716,0,0,2,3,18,4,0,1,0,0,0,14,3,5,0,6,0,0,1,0,1,0,1,5,7,0,0,2,0,2,2,1,4,7,1,3,1,3,1,2,1,9,0,8,18002
2014,1717,1,1,1,7,4,1,0,0,0,0,1,23,2,5,1,6,2,0,2,5,1,0,2,2,6,0,0,2,0,2,5,10,5,3,2,1,1,0,1,2,4,5,0,8,4045
2014,1718,1,1,1,7,13,1,0,0,0,0,1,24,4,5,2,6,0,0,4,8,1,0,1,0,7,0,0,1,0,1,5,4,2,2,2,1,1,0,0,2,4,3,1,9,13049
2014,1719,0,1,1,7,20,1,0,0,0,0,1,23,1,5,0,6,0,0,0,2,0,0,2,3,6,0,0,0,0,0,5,5,2,4,1,2,2,0,0,2,,6,0,8,20069
2015,1719,1,1,1,7,20,1,0,0,0,0,1,22,1,5,0,6,0,0,1,1,0,0,3,2,7,0,0,0,0,0,10,7,2,4,1,2,2,0,0,2,,6,0,8,20069
2014,1722,0,1,1,3,4,6,0,0,1,0,1,23,2,5,1,6,2,0,1,3,1,0,2,3,7,0,0,2,0,2,2,10,5,6,1,4,4,0,0,2,,6,0,6,4010
2015,1722,0,1,1,3,4,6,0,0,1,0,1,22,4,1,1,6,2,1,0,6,1,0,2,2,8,0,0,4,1,2,6,4,5,7,1,4,4,0,0,2,,6,0,6,4010
2016,1722,0,1,1,3,4,6,0,0,1,0,1,22,3,5,0,6,0,1,1,7,0,0,2,5,7,0,0,3,1,2,6,1,5,7,1,4,4,0,0,2,,6,0,6,4010
2017,1722,0,1,1,3,4,6,0,0,1,0,1,23,4,5,0,6,0,2,1,6,0,0,3,4,5,0,0,3,1,2,6,1,5,7,1,4,4,0,0,2,,6,0,6,4010
2014,1724,0,1,1,7,14,1,0,0,0,0,0,23,2,5,2,6,0,0,1,100,0,0,4,6,6,0,0,1,0,0,5,10,5,7,1,4,3,2,1,,3,6,2,8,14040
2015,1724,0,1,1,7,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,100,0,0,5,2,5,0,0,0,0,0,5,1,2,8,1,4,3,2,1,,3,6,3,8,14040
2016,1724,0,1,1,7,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,100,0,0,5,3,4,0,0,0,0,0,5,1,2,8,1,5,4,2,1,,3,6,3,8,14040
2017,1724,0,1,1,7,14,1,0,0,0,0,0,23,2,5,1,6,0,0,1,100,0,0,5,0,5,0,0,0,0,0,5,1,5,8,1,5,4,2,1,,3,6,3,8,14040
2014,1728,0,1,1,3,13,1,0,0,0,0,0,23,2,1,1,6,0,0,5,16,2,0,2,3,6,0,0,1,1,1,4,1,5,11,1,6,6,0,0,,4,8,1,8,13191
2015,1728,0,1,1,3,13,1,0,0,0,0,0,22,1,1,0,6,0,0,1,17,2,0,2,6,7,0,0,1,1,2,4,8,2,11,1,6,6,0,0,,4,8,0,8,13191
2016,1728,0,1,1,3,13,1,0,0,0,0,0,23,2,5,0,6,3,0,1,13,2,0,2,5,6,0,0,1,0,1,4,2,5,12,1,6,6,0,0,,4,8,0,8,13191
2017,1728,0,1,1,3,13,1,0,0,0,0,0,23,2,1,0,6,0,0,3,6,2,0,3,2,5,0,0,1,0,2,4,8,5,12,1,6,6,0,0,,4,8,0,8,13191
2016,1736,0,0,1,7,14,1,0,0,0,0,0,23,3,5,12,6,0,0,1,3,0,0,1,2,9,0,0,2,0,1,10,2,2,4,1,2,1,3,2,2,,7,1,8,14077
2017,1736,0,0,1,7,14,1,0,0,0,0,0,23,2,5,12,6,0,0,2,2,0,0,2,2,7,0,0,2,1,2,10,7,5,5,1,3,1,3,2,2,,7,1,8,14077
2014,1737,0,1,1,4,14,1,0,0,0,0,1,24,2,5,0,6,2,0,1,5,0,0,1,4,6,0,0,1,0,0,10,5,2,4,1,1,1,0,0,,,6,0,8,14067
2015,1737,0,1,1,4,14,1,0,0,0,0,1,22,1,5,0,6,0,0,2,7,0,0,1,4,7,0,0,1,0,0,10,6,2,4,1,1,1,0,0,,,6,1,11,14067
2016,1737,1,1,1,4,14,1,0,0,0,0,1,22,2,5,1,6,0,0,1,7,0,0,2,3,8,0,0,1,0,0,1,2,2,4,1,1,1,0,0,,,6,1,11,14067
2014,1738,0,1,1,7,2,1,0,0,0,0,1,23,3,5,6,6,0,0,2,9,0,0,4,6,7,0,0,1,0,1,10,7,5,5,2,3,3,0,0,2,,7,1,6,2058
2015,1738,0,1,1,7,2,1,0,0,0,0,1,21,2,5,1,6,0,0,1,9,0,0,4,4,9,0,0,1,0,0,10,4,2,5,2,3,3,0,0,2,,7,0,6,2101
2016,1738,0,1,1,7,2,1,0,0,0,0,1,21,2,5,0,6,0,0,2,4,0,0,4,6,8,0,0,0,0,0,10,5,5,6,2,3,3,0,0,2,,7,1,6,2101
2017,1738,0,1,1,7,2,1,0,0,0,0,1,22,1,5,0,11,0,0,1,2,0,0,4,3,8,0,0,1,0,2,10,4,2,6,2,3,3,0,0,2,,7,1,9,2180
2014,1739,0,1,1,3,20,4,0,0,0,0,0,23,2,5,0,6,0,0,0,18,1,0,2,1,7,0,0,1,0,1,2,7,5,8,1,4,3,3,1,2,,2,3,8,20071
2015,1739,0,1,1,3,20,4,0,0,0,0,0,22,3,5,1,6,0,0,1,9,0,0,2,1,6,0,0,1,0,1,6,7,4,9,1,5,3,3,1,2,,2,3,8,20071
2016,1739,0,1,1,3,20,4,0,0,0,0,0,23,3,5,1,6,0,0,1,8,0,0,2,2,6,0,0,1,0,1,6,9,5,9,1,5,4,3,1,2,,2,3,8,20071
2017,1739,0,1,1,3,20,4,0,0,0,0,0,23,2,5,0,6,1,0,0,8,0,0,3,1,6,0,0,2,1,2,6,8,5,9,1,5,4,3,1,2,,2,3,8,20071
2014,1740,1,1,1,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,8,0,0,2,1,5,0,0,1,1,2,1,1,4,6,1,2,1,1,1,,4,7,1,8,14195
2016,1741,0,1,1,3,20,1,0,0,0,0,0,23,1,5,2,6,0,0,1,1,0,0,1,1,6,0,0,0,0,0,2,4,5,7,1,4,1,5,2,2,,6,1,8,20019
2017,1741,0,1,1,3,20,1,0,0,0,0,0,23,1,5,0,6,0,0,1,1,0,0,1,1,5,0,1,1,1,0,2,5,5,8,1,4,1,5,2,2,,6,1,8,20019
2014,1742,0,1,1,7,8,1,0,0,0,0,1,22,3,5,1,5,1,0,1,6,0,0,2,5,10,0,0,1,0,1,5,1,5,4,1,2,2,0,0,2,3,8,1,9,8162
2015,1742,0,1,1,7,8,1,0,0,0,0,1,21,3,1,1,5,1,2,0,5,0,0,2,6,11,0,0,1,1,1,5,1,5,4,1,2,2,0,0,2,3,8,1,9,8162
2016,1742,0,1,1,7,8,1,0,0,0,0,1,21,2,5,1,5,5,0,1,4,0,0,3,5,10,0,0,1,0,1,5,1,2,5,1,2,2,0,0,2,3,8,2,9,8162
2017,1742,0,1,1,7,8,1,0,0,0,0,1,22,3,1,1,5,0,0,1,3,0,0,3,3,9,0,0,1,0,1,10,9,2,5,1,2,2,0,0,2,3,8,2,9,8162
2014,1744,0,1,1,3,19,4,0,1,0,0,0,22,1,5,1,6,0,0,5,1,1,0,2,0,8,0,0,0,0,0,2,10,4,10,1,5,3,3,1,,3,6,3,8,19039
2015,1744,0,1,1,3,19,4,0,1,0,0,0,23,1,5,0,6,0,0,3,1,0,0,2,1,6,0,0,0,0,0,2,9,4,10,1,5,3,3,1,,3,6,3,8,19039
2016,1744,0,1,1,3,19,4,0,1,0,0,0,23,1,5,0,6,0,0,4,1,0,0,2,5,6,0,0,0,0,0,6,9,4,10,1,5,3,3,1,,3,6,3,8,19039
2017,1744,0,1,1,3,19,4,0,1,0,0,0,23,2,5,0,6,0,0,4,1,0,0,2,1,7,0,0,0,0,0,6,1,4,11,1,5,3,3,1,,3,6,2,8,19039
2014,1747,0,0,1,7,2,1,0,0,0,0,0,23,5,5,1,6,2,0,6,8,2,0,1,3,6,0,0,2,0,1,5,5,2,6,2,3,1,3,2,2,4,2,1,8,2058
2015,1747,0,0,1,7,2,1,0,0,0,0,0,23,4,5,2,6,7,0,3,7,2,0,2,1,7,0,0,2,1,2,5,7,5,6,2,3,1,3,2,2,4,2,1,8,2058
2016,1747,0,0,1,7,2,1,0,0,0,0,0,23,3,5,1,6,1,0,3,6,2,0,2,5,7,0,0,2,0,2,10,8,5,7,2,3,2,3,2,2,4,2,1,8,2058
2017,1747,0,0,1,7,2,4,0,0,0,0,0,23,3,5,0,6,1,0,3,5,2,0,2,1,6,0,0,3,0,2,10,9,4,7,2,3,2,3,2,2,4,2,1,8,2128
2014,1748,0,0,2,3,18,4,0,0,0,0,0,14,2,5,0,6,0,0,1,1,0,0,1,4,5,0,0,1,0,0,6,8,5,10,1,6,6,1,1,,3,5,2,8,18002
2015,1748,0,0,2,3,18,4,0,0,0,0,0,13,2,5,0,6,0,0,1,0,0,0,2,2,7,0,0,1,0,0,7,8,5,11,1,6,6,1,1,,3,5,2,8,18002
2016,1748,0,0,2,3,18,4,0,0,0,0,0,12,2,5,0,6,0,0,3,1,0,0,2,7,7,0,0,1,0,0,7,4,5,11,1,7,7,1,1,,3,5,1,8,18002
2017,1748,0,0,2,3,18,4,0,0,0,0,0,11,2,5,0,6,0,0,6,1,0,0,2,2,5,0,0,1,0,0,7,4,5,11,1,7,7,1,1,,3,5,1,8,18002
2014,1749,0,0,2,4,4,1,0,0,0,0,0,22,3,5,2,6,0,0,1,0,0,0,5,7,9,0,0,2,0,2,10,5,5,10,1,6,5,1,1,,3,9,2,8,4073
2015,1749,0,0,2,4,4,1,0,0,0,0,0,22,2,5,0,6,0,0,1,0,0,0,6,4,10,0,0,2,0,2,10,8,2,11,1,6,5,1,1,,3,9,2,8,4073
2016,1749,0,0,2,4,4,1,0,0,0,0,0,22,2,5,0,6,0,0,1,0,1,0,6,4,6,0,0,1,0,1,1,7,2,11,1,6,6,1,1,,3,9,2,8,4073
2017,1749,0,0,2,4,4,1,0,0,0,0,0,22,3,5,0,6,0,0,1,0,2,0,6,4,7,0,0,1,0,1,1,5,2,11,1,6,6,1,1,,3,9,2,8,4073
2014,1750,0,0,2,4,16,1,0,0,0,0,0,21,1,1,0,5,0,0,4,2,2,0,1,0,7,0,0,4,0,10,1,8,5,6,2,2,1,2,1,,4,9,0,8,16001
2017,1750,0,0,2,4,16,1,0,0,0,0,0,22,2,1,0,6,0,1,3,0,1,0,2,3,5,0,0,2,1,2,1,4,5,7,2,2,2,2,1,,4,9,0,8,16001
2015,1752,0,1,1,7,8,1,0,0,0,0,1,23,1,5,2,5,0,0,2,1,0,0,4,4,7,0,0,1,0,2,10,6,2,6,1,3,3,1,1,2,3,8,0,9,8028
2016,1752,0,1,1,7,8,1,0,0,0,0,1,23,4,5,2,5,1,0,2,2,0,0,5,2,6,0,0,2,0,1,10,5,2,6,1,3,3,1,1,2,3,8,0,9,8028
2017,1752,0,1,1,7,8,1,0,0,0,0,1,22,3,5,6,5,5,0,1,2,0,0,5,5,6,0,0,1,0,1,10,10,2,7,1,4,4,1,1,2,3,8,0,9,8028
2014,1755,0,0,1,4,8,1,0,0,0,0,0,22,2,1,1,5,0,0,2,3,0,0,4,7,10,0,0,1,0,0,2,2,2,10,2,4,3,3,1,,4,2,1,8,8139
2015,1755,0,0,1,4,8,1,0,0,0,0,0,22,1,5,6,5,0,0,2,8,0,0,4,5,10,0,0,0,0,0,2,6,2,10,2,4,3,3,1,,4,2,1,8,8028
2016,1755,0,0,1,4,8,1,0,0,0,0,0,23,2,1,1,5,0,0,1,11,0,0,4,3,6,0,0,1,0,0,2,2,2,10,2,4,3,3,1,,4,2,1,8,8028
2017,1755,0,0,1,4,8,1,0,0,0,0,0,22,2,5,1,5,0,0,2,10,0,0,5,8,8,0,0,1,0,0,6,5,2,11,2,5,3,3,1,,4,2,1,8,8028
2014,1756,0,1,1,4,19,1,0,1,0,0,1,22,2,5,0,6,0,0,3,9,3,0,3,1,9,0,0,0,0,0,1,7,5,6,1,2,2,1,1,,4,6,2,8,19135
2015,1756,0,1,1,4,19,1,0,1,0,0,1,22,2,5,0,6,2,0,1,6,3,0,3,2,9,0,0,1,0,0,1,1,5,6,1,3,2,1,1,,4,6,2,8,19135
2016,1756,0,1,1,3,19,4,0,1,0,0,1,22,3,5,1,6,0,0,1,6,2,1,1,1,7,0,0,1,0,0,2,1,4,7,1,3,3,1,1,,4,6,2,8,19135
2017,1756,0,1,1,3,19,1,0,1,0,0,1,22,1,5,0,6,0,0,1,8,2,0,1,2,8,0,0,0,0,0,2,1,5,7,1,3,3,1,1,,4,6,2,8,19135
2016,1757,0,1,1,4,5,1,0,0,0,0,0,22,2,5,0,3,0,0,0,5,1,0,2,3,7,0,0,1,0,1,1,10,5,7,1,4,2,4,1,2,4,3,0,8,5027
2017,1757,0,1,1,4,5,1,0,0,0,0,0,22,2,5,0,3,0,0,1,3,1,0,2,3,8,0,0,1,0,1,1,1,4,8,1,4,2,4,1,2,4,3,0,8,5027
2014,1759,1,1,1,7,6,1,0,0,0,0,1,23,1,5,0,6,0,0,3,5,0,0,2,6,6,0,0,1,0,0,5,8,5,3,2,1,1,0,0,2,4,1,0,8,6170
2014,1761,0,1,1,2,19,3,0,1,0,0,1,23,7,1,4,6,0,4,3,15,6,0,3,4,6,0,0,1,1,1,3,1,5,9,1,4,4,0,0,,4,8,2,8,19043
2015,1761,0,1,1,2,19,3,0,1,0,0,1,23,8,1,3,6,0,3,5,12,9,0,4,3,6,0,0,2,1,1,3,1,2,9,1,4,4,0,0,,4,8,2,8,19043
2016,1761,0,1,1,2,19,3,0,1,0,0,1,23,7,1,0,6,0,4,6,5,9,0,4,4,4,0,0,2,1,1,3,1,5,9,1,4,4,0,0,,4,8,2,8,19043
2017,1761,0,1,1,2,19,3,0,1,0,0,1,23,7,1,1,6,3,4,6,5,9,0,4,2,5,0,0,3,3,1,3,1,4,10,1,5,5,0,0,,4,8,2,8,19043
2014,1766,0,0,2,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,2,2,0,0,3,2,6,0,0,2,0,2,5,5,2,9,1,5,5,1,1,3,,3,2,8,14195
